-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 11/01/2024 through 04/30/2025 in LST
Location: latitude  30.2019   longitude 71.4532 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 118.02 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
-END HEADER-
YEAR,DOY,T2M_MAX,T2M,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN
2024,366,22.92,14.38,8.99,0.0,7.42
2025,1,23.47,16.43,10.46,0.0,5.98
2025,2,23.11,17.21,12.85,0.0,7.1
2025,3,24.94,17.35,9.8,0.0,11.14
2025,4,24.38,15.69,9.02,0.05,10.09
2025,5,23.47,14.95,8.5,0.0,11.33
2025,6,21.86,13.19,5.4,0.0,12.04
2025,7,22.76,13.7,5.19,0.0,12.36
2025,8,26.07,16.51,8.61,0.0,13.99
2025,9,24.58,15.04,7.71,0.0,13.98
2025,10,25.12,14.3,6.93,0.0,12.61
2025,11,21.52,12.73,6.74,0.0,3.68
2025,12,22.27,13.05,6.65,0.26,8.77
2025,13,22.43,14.56,7.56,0.0,11.77
2025,14,22.93,15.08,9.63,0.0,12.66
2025,15,22.85,15.43,7.95,0.01,12.1
2025,16,22.72,14.18,7.26,0.16,12.33
2025,17,22.17,14.02,6.84,0.0,8.4
2025,18,22.99,15.68,10.82,0.0,10.09
2025,19,21.14,13.94,7.13,0.0,8.81
2025,20,23.93,15.33,8.41,0.01,10.64
2025,21,23.94,15.44,7.57,0.01,11.55
2025,22,24.27,16.4,8.99,0.09,9.78
2025,23,24.8,15.96,8.99,0.0,14.97
2025,24,24.96,14.69,6.61,0.0,16.38
2025,25,26.81,15.97,8.01,0.0,16.59
2025,26,27.82,16.43,8.32,0.0,16.3
2025,27,27.74,17.14,8.59,0.0,15.85
2025,28,28.63,16.64,7.7,0.0,15.28
2025,29,26.91,17.4,10.92,0.0,13.16
2025,30,23.87,15.06,8.81,0.0,13.2
2025,31,24.07,15.12,8.13,0.0,14.91
2025,32,25.06,15.63,8.16,0.0,12.88
2025,33,25.27,15.92,8.42,0.0,13.49
2025,34,25.0,15.88,8.51,0.0,15.08
2025,35,24.62,15.77,8.07,0.0,14.59
2025,36,24.91,15.33,7.41,0.0,14.25
2025,37,23.67,14.23,5.95,0.0,15.19
2025,38,24.83,15.43,6.73,0.0,15.46
2025,39,28.08,18.26,10.95,0.0,13.63
2025,40,27.68,18.35,9.21,0.0,15.67
2025,41,29.49,20.02,12.39,0.0,15.51
2025,42,26.63,18.27,11.24,0.0,15.19
2025,43,26.73,17.76,9.35,0.0,17.28
2025,44,26.73,17.29,7.99,0.0,16.51
2025,45,29.89,20.45,12.28,0.0,16.57
2025,46,29.52,21.62,14.02,0.0,17.43
2025,47,28.91,21.43,14.79,0.0,9.08
2025,48,30.25,21.34,13.39,0.0,15.47
2025,49,30.27,21.36,12.75,0.0,16.94
2025,50,27.78,19.06,13.11,4.44,4.84
2025,51,24.91,17.14,10.98,0.41,15.22
2025,52,26.77,17.85,9.77,0.07,15.05
2025,53,27.34,18.95,11.51,0.81,18.07
2025,54,28.67,20.61,13.05,1.99,17.97
2025,55,28.72,22.07,15.17,0.48,14.63
2025,56,29.47,22.13,15.58,0.65,13.51
2025,57,31.91,24.53,17.93,0.51,13.02
2025,58,22.49,19.24,15.43,6.57,5.37
2025,59,27.04,19.65,14.37,0.18,15.1
2025,60,27.34,19.34,12.74,0.01,16.87
2025,61,27.54,18.97,11.0,0.14,19.88
2025,62,26.77,18.93,12.98,0.79,17.94
2025,63,25.5,16.92,8.75,0.04,21.39
2025,64,28.29,17.72,7.17,0.0,21.99
2025,65,32.18,20.92,10.8,0.0,21.31
2025,66,32.78,22.6,13.03,0.0,20.58
2025,67,34.02,23.94,14.81,0.0,21.98
2025,68,35.53,25.39,16.22,0.0,18.22
2025,69,35.65,25.82,16.32,0.0,16.74
2025,70,32.71,24.75,17.02,0.0,12.8
2025,71,33.89,25.71,17.65,0.0,17.74
2025,72,34.77,25.82,17.72,0.0,21.36
2025,73,32.44,23.68,15.92,0.6,16.63
2025,74,30.89,22.96,14.88,0.08,20.87
2025,75,31.99,24.06,17.1,0.07,17.6
2025,76,33.8,24.85,16.54,0.1,22.29
2025,77,33.14,24.56,17.12,0.0,20.52
2025,78,35.59,26.51,18.87,0.0,21.35
2025,79,33.98,25.09,17.23,0.0,20.68
2025,80,36.26,26.9,16.97,0.08,23.1
2025,81,37.44,27.54,17.84,0.0,22.32
2025,82,38.69,28.7,20.01,0.0,22.86
2025,83,38.8,29.33,19.34,0.0,22.15
2025,84,37.27,29.59,21.7,0.0,13.77
2025,85,38.65,28.94,19.7,0.0,21.26
2025,86,33.71,25.4,18.01,0.0,23.25
2025,87,31.95,21.58,12.38,0.0,25.53
2025,88,31.87,22.57,13.32,0.0,25.27
2025,89,35.12,24.35,15.43,0.0,25.72
2025,90,36.94,26.64,15.69,0.0,25.93
2025,91,38.12,28.6,18.08,0.0,25.37
2025,92,38.6,29.09,19.02,0.0,22.81
2025,93,38.24,28.66,20.08,0.01,18.01
2025,94,37.53,28.27,18.7,0.0,23.75
2025,95,41.23,31.15,22.19,0.0,24.01
2025,96,43.31,33.31,22.45,0.0,23.63
2025,97,45.31,35.1,24.46,0.0,22.94
2025,98,45.25,35.34,27.18,0.0,21.31
2025,99,43.34,33.35,26.22,0.0,16.63
2025,100,42.5,33.22,24.67,0.01,21.93
2025,101,40.71,31.95,24.58,0.03,23.51
2025,102,39.06,30.99,22.93,0.0,24.58
2025,103,41.85,33.11,23.6,0.0,23.86
2025,104,43.41,34.26,24.87,0.0,23.73
2025,105,44.95,35.65,26.01,0.0,24.18
2025,106,45.62,37.04,27.74,0.0,20.42
2025,107,44.3,35.83,27.07,0.0,20.98
2025,108,45.96,36.58,27.08,0.0,21.76
2025,109,41.57,34.18,26.13,0.0,21.67
2025,110,41.2,31.75,21.65,0.0,24.04
2025,111,39.85,31.06,20.24,0.0,25.71
2025,112,41.45,31.77,19.74,0.0,26.15
2025,113,41.34,31.22,19.8,0.0,26.16
2025,114,43.6,33.09,22.16,0.0,26.85
2025,115,43.69,33.25,24.34,0.0,26.84
2025,116,44.32,33.92,24.05,0.0,26.66
2025,117,44.4,34.08,23.76,0.0,27.56
2025,118,45.99,36.5,25.1,0.0,27.74
2025,119,46.3,36.81,26.65,0.0,25.41
2025,120,46.36,36.63,26.41,0.0,23.81
