-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 11/01/2019 through 04/30/2020 in LST
Location: latitude  30.2013   longitude 71.4541 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 118.02 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
-END HEADER-
YEAR,DOY,T2M_MAX,T2M,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN
2020,3,21.19,12.21,5.45,0.0,11.56
2020,4,20.99,12.84,6.0,0.0,11.73
2020,5,17.68,11.84,7.76,0.89,2.18
2020,6,11.8,9.1,7.32,9.71,3.25
2020,7,17.04,10.45,5.36,0.25,12.18
2020,8,16.89,10.1,3.48,0.01,10.6
2020,9,18.25,10.64,4.21,0.0,10.08
2020,10,17.36,10.7,4.65,0.0,9.78
2020,11,20.03,13.46,7.16,0.02,7.21
2020,12,18.38,12.23,7.87,0.26,6.32
2020,13,17.4,9.75,4.83,16.91,6.06
2020,14,14.31,7.71,2.93,0.02,7.04
2020,15,17.22,9.39,2.6,0.0,10.62
2020,16,19.08,10.84,3.8,0.0,13.04
2020,17,19.53,11.4,4.15,0.0,12.66
2020,18,19.76,11.54,4.09,0.0,12.17
2020,19,19.51,12.03,4.78,0.0,12.6
2020,20,17.51,11.77,7.97,0.0,5.62
2020,21,19.17,11.23,5.15,0.0,10.7
2020,22,19.52,12.12,5.63,0.0,13.78
2020,23,20.66,13.11,5.63,0.0,15.24
2020,24,22.21,13.68,6.84,0.0,14.6
2020,25,23.6,15.68,9.65,0.01,12.16
2020,26,22.89,15.06,8.98,0.0,14.43
2020,27,19.26,13.78,10.21,1.22,7.33
2020,28,19.68,13.37,7.83,0.16,7.69
2020,29,19.95,12.35,6.25,0.0,13.74
2020,30,20.08,12.4,6.89,0.0,14.21
2020,31,21.78,13.63,8.26,0.0,14.92
2020,32,21.82,13.09,6.66,0.0,15.77
2020,33,21.73,13.54,6.29,0.0,15.4
2020,34,22.2,13.72,8.82,0.0,15.06
2020,35,19.61,12.39,8.15,0.63,11.0
2020,36,19.93,11.7,4.86,0.37,15.53
2020,37,23.88,13.94,6.48,0.0,16.26
2020,38,22.49,13.89,5.98,0.0,16.58
2020,39,23.75,14.7,7.09,0.0,16.61
2020,40,23.35,14.79,7.45,0.0,12.82
2020,41,24.58,15.88,10.15,0.0,13.76
2020,42,24.98,16.12,9.61,0.0,13.32
2020,43,24.57,16.69,9.35,0.0,10.11
2020,44,27.91,18.61,12.0,0.0,15.86
2020,45,27.11,16.68,6.84,0.0,18.89
2020,46,29.47,18.91,8.32,0.0,18.89
2020,47,30.55,19.95,10.42,0.0,19.04
2020,48,28.34,18.37,9.62,0.0,19.87
2020,49,31.81,19.64,10.54,0.0,18.31
2020,50,30.04,20.19,12.47,0.0,17.97
2020,51,24.52,17.93,12.35,0.0,14.38
2020,52,26.47,17.84,10.62,0.0,15.68
2020,53,28.02,19.82,13.2,0.0,16.03
2020,54,28.7,20.46,14.68,0.0,17.44
2020,55,29.89,21.18,14.89,0.0,15.49
2020,56,30.72,21.85,13.77,0.0,16.93
2020,57,31.53,23.59,14.55,0.0,15.02
2020,58,33.96,24.35,17.15,0.0,16.44
2020,59,28.87,20.83,13.93,5.77,8.52
2020,60,26.07,19.02,15.0,16.51,16.31
2020,61,26.37,19.06,13.37,0.0,17.12
2020,62,28.46,20.84,13.29,0.0,19.36
2020,63,29.78,21.8,14.71,0.0,19.47
2020,64,27.15,20.82,16.29,18.82,12.09
2020,65,25.09,18.19,13.04,12.65,4.79
2020,66,18.7,14.98,12.41,52.35,4.61
2020,67,23.11,16.54,10.94,0.73,13.16
2020,68,25.79,17.91,11.16,0.0,17.38
2020,69,25.08,17.92,10.88,0.0,20.43
2020,70,26.02,19.56,13.18,0.01,18.85
2020,71,16.88,14.87,11.56,217.6,3.81
2020,72,20.95,14.85,9.57,0.95,13.86
2020,73,20.51,15.16,10.12,0.8,18.64
2020,74,22.04,16.34,10.02,0.0,19.66
2020,75,23.09,16.72,9.76,0.0,19.2
2020,76,25.12,19.0,13.56,0.0,20.77
2020,77,27.47,20.61,14.21,0.08,20.85
2020,78,27.56,20.81,14.41,0.77,19.6
2020,79,29.18,21.45,13.97,0.0,21.57
2020,80,24.92,20.52,16.58,3.46,15.2
2020,81,28.36,21.63,16.03,4.32,21.51
2020,82,26.96,20.66,15.76,1.68,17.9
2020,83,26.57,21.29,17.27,2.35,16.35
2020,84,27.45,22.13,17.31,0.51,14.51
2020,85,26.84,20.65,17.05,14.41,18.59
2020,86,22.87,19.08,16.0,8.94,7.29
2020,87,22.79,18.33,15.72,51.72,12.03
2020,88,27.36,20.5,13.45,0.01,22.47
2020,89,27.6,21.64,15.16,0.0,22.95
2020,90,28.04,22.28,17.35,1.19,16.57
2020,91,26.02,20.88,17.37,5.0,12.71
2020,92,27.34,21.01,15.19,0.89,20.49
2020,93,27.22,19.99,11.63,0.0,25.81
2020,94,28.17,21.68,14.6,0.0,25.23
2020,95,29.4,23.3,15.78,0.51,22.98
2020,96,29.77,23.49,18.22,4.9,24.91
2020,97,29.52,22.65,15.67,0.03,22.29
2020,98,27.2,21.52,16.8,1.33,22.71
2020,99,28.88,21.91,14.38,0.0,25.41
2020,100,30.0,23.73,18.3,0.0,20.49
2020,101,29.71,23.39,16.88,0.0,23.89
2020,102,30.99,25.57,19.23,0.0,21.18
2020,103,35.33,28.6,22.66,0.25,21.84
2020,104,32.08,27.18,22.94,0.85,21.33
2020,105,35.12,27.85,22.67,0.18,20.33
2020,106,33.59,27.27,20.13,0.04,25.77
2020,107,34.09,25.69,17.46,0.04,15.6
2020,108,32.63,26.27,20.81,2.78,18.09
2020,109,29.71,23.66,17.63,0.51,25.67
2020,110,31.92,25.47,17.63,0.13,25.09
2020,111,29.83,24.94,20.37,7.77,24.11
2020,112,32.6,25.81,18.81,0.25,24.94
2020,113,35.61,27.43,19.2,0.0,25.54
2020,114,31.78,26.91,22.01,0.14,20.51
2020,115,36.22,29.58,22.41,3.3,25.08
2020,116,35.4,28.83,22.68,0.14,26.12
2020,117,35.96,28.65,21.76,0.42,25.64
2020,118,37.29,28.88,20.85,0.0,23.74
2020,119,36.61,28.6,21.58,0.13,23.54
2020,120,37.6,29.15,21.86,0.26,22.71
2020,121,38.24,30.67,22.6,0.2,25.14
