-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 11/01/2018 through 04/30/2019 in LST
Location: latitude  30.2013   longitude 71.4541 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 118.02 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
-END HEADER-
YEAR,DOY,T2M_MAX,T2M,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN
2019,20,19.15,13.59,10.0,0.86,6.47
2019,21,16.66,12.46,9.99,1.85,7.26
2019,22,18.71,11.58,6.38,0.01,9.17
2019,23,19.2,10.95,4.83,0.0,9.76
2019,24,18.39,10.58,4.24,0.0,11.77
2019,25,19.63,11.35,6.31,0.0,13.97
2019,26,18.04,10.51,3.9,0.0,11.49
2019,27,19.13,12.12,6.99,0.0,14.36
2019,28,20.44,12.63,6.91,0.0,15.34
2019,29,20.83,13.08,6.42,0.0,13.38
2019,30,22.0,14.74,10.14,2.88,3.14
2019,31,17.84,11.88,7.32,3.24,5.65
2019,32,17.79,10.5,5.82,0.0,13.44
2019,33,20.77,12.44,5.38,0.0,14.25
2019,34,22.67,14.01,6.61,0.0,15.14
2019,35,23.26,15.98,8.87,0.0,12.49
2019,36,24.08,16.72,9.13,0.0,13.91
2019,37,21.24,13.94,9.2,0.01,13.24
2019,38,19.47,12.25,7.32,6.61,12.92
2019,39,19.01,10.53,3.45,0.0,14.76
2019,40,21.83,12.35,5.0,0.0,16.78
2019,41,22.27,13.69,8.5,0.0,14.02
2019,42,21.76,14.53,8.76,0.0,13.85
2019,43,20.81,14.74,11.2,0.01,7.67
2019,44,23.77,15.25,8.46,0.01,10.25
2019,45,23.96,16.3,11.16,0.38,16.37
2019,46,22.61,14.73,7.08,0.01,15.98
2019,47,24.01,15.38,7.13,0.0,17.91
2019,48,23.77,16.28,10.56,0.0,15.54
2019,49,21.44,14.24,9.83,2.58,8.59
2019,50,22.36,14.32,6.87,0.7,10.4
2019,51,16.18,12.12,9.72,8.0,3.59
2019,52,23.49,15.54,8.56,0.33,17.83
2019,53,22.06,13.93,4.98,0.0,19.28
2019,54,24.16,14.84,8.19,0.0,19.17
2019,55,24.31,14.66,6.56,0.0,19.19
2019,56,24.01,15.36,6.95,0.0,15.85
2019,57,21.15,13.55,6.27,0.26,17.04
2019,58,21.2,13.87,6.53,0.0,18.18
2019,59,21.68,13.99,5.89,0.0,17.69
2019,60,21.44,13.69,6.65,0.72,7.71
2019,61,19.19,12.05,9.08,6.32,3.77
2019,62,21.96,14.04,7.84,0.14,7.81
2019,63,23.88,15.9,8.2,0.0,20.51
2019,64,26.58,17.32,8.44,0.0,21.57
2019,65,27.0,17.92,10.57,0.0,20.98
2019,66,27.12,17.72,8.19,1.09,19.51
2019,67,22.7,16.3,11.56,1.14,12.69
2019,68,26.93,18.39,10.92,0.0,21.79
2019,69,27.38,19.13,12.2,6.58,17.57
2019,70,23.85,17.46,11.74,6.22,16.59
2019,71,24.38,16.9,9.61,0.0,19.92
2019,72,23.46,17.24,11.01,0.4,20.67
2019,73,25.44,17.7,10.74,0.0,20.2
2019,74,27.19,18.98,10.21,0.0,21.26
2019,75,24.49,18.41,11.23,0.0,17.41
2019,76,30.33,21.47,13.42,0.0,22.26
2019,77,27.98,21.26,15.86,0.1,12.52
2019,78,29.53,21.15,13.96,0.04,20.28
2019,79,28.2,20.94,14.83,0.0,20.96
2019,80,29.79,21.53,13.26,0.0,23.09
2019,81,31.2,23.09,15.19,0.05,21.19
2019,82,30.44,23.15,17.54,0.04,18.23
2019,83,27.72,21.65,16.59,0.17,13.44
2019,84,31.79,24.05,18.82,0.0,22.37
2019,85,35.34,25.8,17.81,0.0,21.82
2019,86,37.19,28.4,19.49,0.0,18.14
2019,87,37.55,29.65,22.33,0.0,17.01
2019,88,37.78,29.98,22.1,0.03,18.35
2019,89,36.48,26.88,19.88,0.01,23.71
2019,90,36.22,26.27,16.04,0.0,24.98
2019,91,37.82,27.8,17.26,0.0,25.35
2019,92,40.24,30.54,20.35,0.0,23.38
2019,93,41.69,31.87,21.63,0.0,23.05
2019,94,41.82,32.97,24.54,0.0,21.5
2019,95,41.19,33.08,23.69,0.0,22.96
2019,96,40.53,32.06,23.3,0.0,22.33
2019,97,40.71,32.45,25.24,0.03,20.71
2019,98,39.03,31.66,24.03,0.0,23.88
2019,99,39.99,31.27,22.62,0.04,21.29
2019,100,39.32,31.09,23.39,0.0,25.34
2019,101,39.45,30.37,23.37,0.96,16.2
2019,102,38.46,29.48,21.93,9.29,17.06
2019,103,35.71,28.04,21.1,3.09,20.15
2019,104,36.03,28.34,20.81,1.55,23.63
2019,105,31.34,25.41,21.07,3.78,13.89
2019,106,30.71,24.28,19.07,1.88,18.1
2019,107,26.89,22.26,17.88,1.3,10.97
2019,108,30.56,24.02,17.57,0.0,21.27
2019,109,35.06,27.2,19.4,0.0,26.66
2019,110,38.74,29.75,21.05,0.0,25.9
2019,111,40.66,31.51,23.05,0.0,26.03
2019,112,42.02,32.68,23.18,0.0,25.59
2019,113,44.31,34.43,25.8,0.0,25.34
2019,114,39.74,32.5,26.85,0.0,18.45
2019,115,37.6,30.26,23.75,0.0,19.66
2019,116,40.62,32.48,24.59,0.0,25.34
2019,117,41.19,33.58,24.88,0.0,25.07
2019,118,42.26,33.18,24.13,0.0,25.77
2019,119,42.28,32.99,23.43,0.0,25.27
2019,120,39.26,31.38,23.65,0.0,25.24
