-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 11/01/2020 through 04/30/2021 in LST
Location: latitude  30.2019   longitude 71.4532 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 118.02 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
-END HEADER-
YEAR,DOY,T2M_MAX,T2M,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN
2020,335,22.71,15.71,11.66,0.0,12.77
2020,336,25.23,16.42,10.69,0.0,13.16
2020,337,24.83,17.61,12.07,0.0,13.4
2020,338,25.77,18.14,12.66,0.0,12.95
2020,339,24.25,17.04,10.89,0.0,11.2
2020,340,22.07,16.16,11.28,0.0,9.73
2020,341,23.91,16.72,11.05,0.0,9.94
2020,342,24.44,17.05,11.5,0.0,10.63
2020,343,21.78,16.21,13.12,0.09,7.53
2020,344,18.33,14.36,11.37,1.32,6.19
2020,345,22.45,14.83,9.52,0.07,11.82
2020,346,18.88,13.44,9.73,7.52,3.49
2020,347,20.54,12.92,7.24,0.01,11.37
2020,348,19.54,11.88,6.24,0.0,7.5
2020,349,20.32,12.38,6.81,0.0,5.44
2020,350,16.73,10.53,4.88,0.0,11.69
2020,351,18.55,10.56,3.02,0.0,12.89
2020,352,18.71,11.21,4.49,0.0,13.43
2020,353,20.35,12.08,6.16,0.0,12.7
2020,354,22.36,13.78,8.12,0.0,12.98
2020,355,21.77,14.38,8.81,0.0,12.19
2020,356,21.33,14.38,8.54,0.0,12.07
2020,357,22.65,14.97,8.11,0.0,13.08
2020,358,22.44,14.99,8.41,0.0,12.63
2020,359,22.1,14.08,7.57,0.0,12.44
2020,360,21.81,14.12,7.7,0.0,11.27
2020,361,21.99,13.96,9.29,0.0,12.05
2020,362,18.24,11.33,6.92,0.0,11.37
2020,363,18.0,9.67,3.41,0.0,11.44
2020,364,18.54,10.42,4.2,0.0,11.64
2020,365,19.77,11.72,7.09,0.0,12.92
2020,366,19.33,11.89,5.91,0.0,11.97
2021,1,20.22,12.05,5.76,0.0,13.39
2021,2,18.72,10.04,4.4,0.0,10.22
2021,3,20.0,11.42,4.63,0.0,8.66
2021,4,20.37,13.4,7.85,0.0,2.78
2021,5,20.93,13.38,8.77,0.8,5.7
2021,6,20.89,12.77,6.88,0.95,5.7
2021,7,21.34,13.38,8.58,0.0,10.63
2021,8,20.45,12.36,6.44,0.0,9.72
2021,9,20.29,12.37,6.11,0.0,10.17
2021,10,20.42,12.88,6.98,0.0,11.55
2021,11,23.01,13.55,8.13,0.0,14.56
2021,12,21.91,12.72,5.15,0.0,12.58
2021,13,21.45,12.41,5.92,0.0,12.12
2021,14,19.66,11.9,4.93,0.0,6.46
2021,15,21.09,12.17,6.89,0.0,10.48
2021,16,20.82,11.88,5.18,0.0,9.47
2021,17,20.33,11.32,5.44,0.0,5.88
2021,18,18.89,10.17,3.77,0.0,7.53
2021,19,20.8,12.4,5.33,0.0,12.72
2021,20,23.41,14.87,8.2,0.0,13.45
2021,21,26.51,16.09,10.72,0.0,14.81
2021,22,25.52,16.37,9.62,0.0,11.88
2021,23,21.8,14.3,8.12,0.0,14.54
2021,24,20.59,11.69,3.58,0.0,15.85
2021,25,21.64,12.51,5.98,0.0,15.22
2021,26,22.04,12.19,5.8,0.0,14.84
2021,27,21.62,12.52,5.21,0.0,15.51
2021,28,22.18,12.44,4.99,0.0,16.13
2021,29,22.55,13.06,5.48,0.0,15.01
2021,30,23.79,13.77,7.48,0.0,14.2
2021,31,24.18,14.8,6.4,0.0,13.58
2021,32,22.47,12.99,6.29,0.0,13.77
2021,33,23.46,14.35,6.75,0.0,13.96
2021,34,23.98,14.99,8.62,0.0,13.89
2021,35,23.14,14.5,7.4,0.0,15.2
2021,36,23.97,15.31,8.6,0.0,15.1
2021,37,24.81,15.66,9.38,0.0,15.45
2021,38,26.12,16.07,9.32,0.0,15.25
2021,39,27.02,17.04,10.01,0.0,15.38
2021,40,28.12,17.7,9.68,0.0,15.4
2021,41,28.07,18.14,10.6,0.0,15.63
2021,42,27.5,18.18,10.62,0.0,15.27
2021,43,27.48,18.17,11.07,0.0,14.04
2021,44,29.54,20.02,14.86,0.0,13.86
2021,45,28.58,18.86,11.52,0.0,14.57
2021,46,28.71,18.71,10.83,0.0,14.45
2021,47,28.87,18.72,10.54,0.0,15.23
2021,48,29.02,19.38,11.74,0.0,14.71
2021,49,29.2,18.77,11.17,0.0,15.47
2021,50,30.02,19.73,11.75,0.0,14.97
2021,51,30.5,20.54,14.49,0.0,15.46
2021,52,31.64,21.38,13.5,0.0,16.09
2021,53,33.21,22.94,14.69,0.0,16.72
2021,54,32.29,22.91,15.06,0.0,17.21
2021,55,31.83,22.1,13.82,0.0,16.01
2021,56,33.49,23.26,14.12,0.0,18.22
2021,57,34.35,24.5,17.03,0.0,16.76
2021,58,31.64,21.98,14.84,0.0,19.82
2021,59,30.02,19.89,10.93,0.0,21.19
2021,60,31.59,20.96,12.65,0.0,20.0
2021,61,32.52,22.13,12.9,0.0,20.69
2021,62,33.72,23.54,14.94,0.0,20.37
2021,63,33.17,23.64,15.29,0.0,20.02
2021,64,34.13,23.8,14.03,0.0,20.86
2021,65,36.76,26.22,16.17,0.0,16.92
2021,66,32.24,24.35,18.03,0.0,19.38
2021,67,32.33,23.69,17.09,0.0,20.06
2021,68,33.64,24.09,14.84,0.0,20.21
2021,69,34.05,25.53,18.32,0.0,18.76
2021,70,35.69,25.91,17.07,0.0,17.44
2021,71,31.57,23.13,16.52,0.25,19.46
2021,72,31.3,23.72,16.37,0.0,17.35
2021,73,33.54,25.58,18.79,0.0,14.05
2021,74,31.71,24.59,17.6,0.0,16.58
2021,75,33.95,26.37,18.14,0.0,15.0
2021,76,34.56,26.47,20.1,0.0,17.43
2021,77,35.67,26.35,17.85,0.0,15.33
2021,78,34.91,26.54,19.37,0.0,19.73
2021,79,36.67,28.0,19.79,0.31,17.41
2021,80,31.75,26.01,21.32,3.87,11.81
2021,81,30.32,23.24,18.34,10.04,18.37
2021,82,29.77,21.67,15.43,5.05,20.78
2021,83,29.37,21.41,13.82,0.0,20.4
2021,84,32.18,23.23,14.96,0.0,20.98
2021,85,34.81,25.52,17.87,0.0,22.45
2021,86,36.96,27.07,19.01,0.0,22.69
2021,87,38.37,28.31,19.72,0.0,21.05
2021,88,39.73,29.02,19.98,0.0,23.27
2021,89,37.75,26.32,15.88,0.0,26.36
2021,90,37.05,25.84,14.85,0.0,27.59
2021,91,36.51,25.66,16.6,0.0,26.92
2021,92,35.62,25.4,16.15,0.0,26.99
2021,93,38.38,26.16,15.19,0.0,26.52
2021,94,38.33,27.76,17.79,0.0,20.64
2021,95,34.17,25.6,18.34,0.02,18.72
2021,96,34.89,25.08,19.63,1.91,10.78
2021,97,34.32,24.38,15.42,0.0,25.31
2021,98,35.48,25.62,15.72,0.0,25.94
2021,99,37.34,27.97,19.53,0.0,25.58
2021,100,37.88,29.16,21.22,0.0,24.98
2021,101,40.35,30.63,22.29,0.0,23.29
2021,102,38.78,29.66,20.32,0.0,22.61
2021,103,39.56,30.68,21.33,0.0,22.75
2021,104,40.52,31.69,23.66,0.0,22.3
2021,105,36.54,30.28,25.33,0.1,19.24
2021,106,30.92,25.45,20.67,1.26,14.42
2021,107,36.4,27.05,17.44,0.0,25.37
2021,108,38.12,29.1,20.35,0.0,24.48
2021,109,36.94,29.57,20.96,0.0,22.29
2021,110,29.21,25.21,20.19,2.03,4.64
2021,111,34.24,26.27,18.58,0.01,26.56
2021,112,38.59,29.94,21.68,0.0,24.92
2021,113,34.38,26.93,20.23,0.15,27.82
2021,114,37.39,28.13,18.78,0.0,28.33
2021,115,41.44,31.06,20.71,0.0,27.15
2021,116,43.19,33.2,23.09,0.0,26.28
2021,117,43.74,33.93,24.33,0.0,25.49
2021,118,43.71,34.95,25.84,0.0,24.42
2021,119,43.56,34.99,26.38,0.0,21.93
2021,120,42.67,32.66,24.63,0.0,19.13
