-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 11/01/2016 through 04/30/2017 in LST
Location: latitude  30.2013   longitude 71.4541 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 118.02 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
-END HEADER-
YEAR,DOY,T2M_MAX,T2M,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN
2017,53,27.99,17.0,8.2,0.0,19.98
2017,54,28.67,18.48,9.26,0.0,19.62
2017,55,30.12,20.02,11.53,0.0,19.39
2017,56,29.73,20.31,12.68,0.0,18.79
2017,57,30.84,21.86,12.58,0.0,19.96
2017,58,31.23,22.28,13.36,0.0,18.6
2017,59,30.71,22.1,14.28,0.15,16.89
2017,60,28.1,20.28,13.03,3.78,20.19
2017,61,28.52,20.04,13.45,0.0,19.37
2017,62,27.31,18.96,11.07,0.0,17.31
2017,63,29.53,20.06,11.43,0.0,19.27
2017,64,30.51,21.26,12.95,0.0,20.23
2017,65,31.1,22.14,13.22,0.19,13.61
2017,66,29.57,22.43,16.16,0.35,15.2
2017,67,27.25,20.54,14.19,0.77,18.83
2017,68,26.94,19.34,12.83,0.0,17.72
2017,69,25.93,17.55,9.77,0.0,19.46
2017,70,25.91,17.27,10.01,0.0,20.34
2017,71,26.09,16.6,7.67,0.0,20.41
2017,72,28.48,18.44,9.69,0.0,20.39
2017,73,28.33,18.95,10.13,0.0,16.81
2017,74,27.26,18.8,12.6,0.0,12.76
2017,75,30.04,20.22,10.95,0.0,17.55
2017,76,32.6,23.89,16.41,0.0,20.49
2017,77,33.44,25.16,17.39,0.0,19.64
2017,78,33.13,24.95,17.36,0.19,20.66
2017,79,35.45,26.15,18.12,0.0,19.11
2017,80,37.18,27.28,20.03,0.0,20.35
2017,81,34.55,26.35,18.99,0.0,15.91
2017,82,33.45,25.35,17.65,0.0,18.05
2017,83,36.22,28.02,19.23,0.0,22.16
2017,84,38.03,29.88,22.51,0.0,19.07
2017,85,39.95,30.37,21.05,0.0,22.84
2017,86,39.36,30.92,23.61,0.0,20.26
2017,87,40.54,31.59,23.49,0.0,21.15
2017,88,40.24,31.45,22.73,0.0,20.0
2017,89,39.87,32.53,26.0,0.0,18.97
2017,90,40.79,31.81,23.18,0.0,20.91
2017,91,40.31,31.62,24.56,0.0,22.83
2017,92,40.86,31.45,21.87,0.01,24.51
2017,93,41.08,32.5,24.98,0.0,22.93
2017,94,40.56,31.79,24.68,0.0,22.4
2017,95,37.49,29.55,22.21,3.25,19.89
2017,96,33.21,26.68,20.64,0.11,25.54
2017,97,32.32,24.5,16.39,0.0,24.32
2017,98,33.51,24.13,15.22,0.0,25.88
2017,99,35.96,26.26,17.52,0.0,25.99
2017,100,38.18,28.15,19.14,0.0,25.66
2017,101,40.12,30.38,19.6,0.0,25.43
2017,102,42.48,31.87,21.51,0.0,25.7
2017,103,43.25,33.8,24.39,0.0,24.39
2017,104,43.67,33.8,24.32,0.0,25.73
2017,105,44.86,34.58,24.69,0.0,25.89
2017,106,46.7,35.91,25.35,0.0,26.58
2017,107,46.29,36.38,25.86,0.0,25.68
2017,108,45.32,36.28,27.57,0.0,25.97
2017,109,45.7,36.11,26.57,0.0,24.94
2017,110,44.28,36.07,27.55,0.0,24.44
2017,111,43.96,35.84,27.65,0.0,24.4
2017,112,42.71,35.33,27.13,0.5,18.25
2017,113,37.41,31.68,26.64,3.31,22.39
2017,114,37.66,29.85,22.1,0.01,26.47
2017,115,39.26,31.57,22.46,0.0,26.54
2017,116,40.8,33.13,24.97,0.0,26.45
2017,117,41.14,33.0,24.0,0.0,25.17
2017,118,41.66,34.4,27.25,0.0,25.0
2017,119,39.51,32.11,24.07,0.0,21.82
2017,120,40.18,32.43,25.02,0.0,27.7
