-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 11/01/2022 through 04/30/2023 in LST
Location: latitude  30.2019   longitude 71.4532 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 118.02 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
-END HEADER-
YEAR,DOY,T2M_MAX,T2M,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN
2023,7,21.43,13.53,7.7,0.0,4.85
2023,8,22.79,13.99,7.67,0.0,7.6
2023,9,20.57,13.7,7.86,0.0,12.24
2023,10,23.82,15.38,8.97,0.0,12.6
2023,11,23.76,16.0,10.32,0.07,8.54
2023,12,20.82,13.32,8.41,0.03,12.21
2023,13,18.4,10.39,3.94,0.0,14.14
2023,14,17.63,9.14,1.44,0.0,14.82
2023,15,18.72,10.27,1.78,0.0,15.27
2023,16,18.57,8.95,1.29,0.0,15.42
2023,17,20.37,10.9,3.83,0.0,15.13
2023,18,17.47,11.3,7.21,0.01,5.26
2023,19,21.21,11.82,6.15,1.55,9.62
2023,20,20.06,12.24,5.72,2.37,10.07
2023,21,18.96,12.05,6.25,0.37,12.33
2023,22,19.96,11.83,5.21,0.0,13.1
2023,23,18.51,10.53,4.88,0.0,12.02
2023,24,20.03,11.36,3.8,0.0,11.65
2023,25,19.72,11.47,3.22,0.0,12.89
2023,26,20.29,10.68,2.7,0.0,13.55
2023,27,22.59,13.15,6.07,0.0,15.34
2023,28,23.81,13.79,6.87,0.0,14.0
2023,29,23.36,13.69,5.7,0.0,9.88
2023,30,22.34,13.6,7.34,0.0,13.93
2023,31,22.85,14.17,6.74,0.0,12.89
2023,32,25.0,16.4,8.05,0.0,15.55
2023,33,26.93,16.9,10.58,0.0,14.07
2023,34,26.74,17.44,9.49,0.0,12.13
2023,35,27.9,18.17,8.81,0.0,16.13
2023,36,28.21,19.0,11.04,0.0,13.19
2023,37,26.57,17.72,12.0,0.0,16.13
2023,38,27.04,17.42,8.96,0.0,16.91
2023,39,27.91,18.84,10.83,0.0,13.36
2023,40,27.76,18.32,10.91,0.0,13.71
2023,41,27.35,17.82,9.33,0.0,16.73
2023,42,26.19,16.72,8.04,0.0,17.8
2023,43,23.66,14.27,6.31,0.0,19.06
2023,44,27.66,16.73,7.17,0.0,16.73
2023,45,29.97,19.73,10.98,0.0,13.6
2023,46,32.5,21.2,12.61,0.0,17.42
2023,47,33.69,23.15,14.11,0.0,12.63
2023,48,34.45,23.38,14.19,0.0,14.86
2023,49,33.79,22.91,14.42,0.0,17.08
2023,50,33.75,24.03,14.9,0.0,14.06
2023,51,32.59,22.78,14.38,0.0,13.2
2023,52,30.9,22.3,14.92,0.0,16.19
2023,53,30.98,22.11,14.87,0.0,14.73
2023,54,30.31,21.78,12.7,0.0,18.11
2023,55,32.84,24.07,16.98,0.0,15.69
2023,56,33.65,24.69,17.66,0.0,16.18
2023,57,32.94,23.97,16.62,0.0,17.56
2023,58,32.65,23.49,15.02,0.0,16.39
2023,59,30.34,22.28,15.88,1.69,11.77
2023,60,27.12,20.38,14.33,3.06,11.75
2023,61,28.42,20.99,14.61,1.05,16.16
2023,62,28.28,21.28,16.28,0.02,17.24
2023,63,30.15,22.8,16.13,0.0,18.7
2023,64,31.81,23.74,15.65,0.0,20.06
2023,65,33.15,24.29,16.34,0.0,19.66
2023,66,33.81,24.8,16.33,0.0,19.22
2023,67,33.93,25.02,16.61,0.0,20.12
2023,68,33.9,25.09,17.88,0.0,21.12
2023,69,34.88,25.32,17.52,0.0,20.06
2023,70,36.55,26.74,17.73,0.0,20.05
2023,71,35.12,26.47,20.37,0.0,16.46
2023,72,35.6,27.12,20.35,0.0,18.86
2023,73,36.69,27.55,19.14,0.0,20.98
2023,74,35.03,26.77,20.57,0.0,17.59
2023,75,35.3,26.58,19.09,0.38,17.71
2023,76,25.53,21.42,17.44,4.69,11.58
2023,77,28.29,21.54,14.7,0.15,16.73
2023,78,28.2,22.41,17.8,1.22,9.28
2023,79,31.31,23.99,17.57,0.03,18.75
2023,80,32.78,24.76,17.43,0.89,13.7
2023,81,30.33,23.89,18.25,2.26,15.39
2023,82,30.26,24.03,18.31,0.87,19.46
2023,83,26.74,21.64,17.69,25.17,14.43
2023,84,25.87,20.17,15.13,3.98,19.58
2023,85,28.78,20.95,13.33,0.0,23.27
2023,86,31.05,23.32,16.36,0.0,23.15
2023,87,33.78,25.62,17.39,0.02,20.3
2023,88,30.87,22.84,17.92,8.54,14.38
2023,89,27.7,20.99,16.76,5.71,13.78
2023,90,26.76,21.55,16.65,1.53,14.74
2023,91,30.13,22.89,15.7,0.98,18.46
2023,92,31.17,23.89,17.23,1.92,18.93
2023,93,29.74,22.8,17.34,11.0,16.59
2023,94,30.68,23.58,16.02,0.11,23.11
2023,95,33.28,24.63,18.25,4.31,14.94
2023,96,32.17,23.9,16.1,0.77,22.78
2023,97,33.6,25.19,17.06,0.14,24.6
2023,98,35.66,27.06,18.23,0.0,25.38
2023,99,36.66,28.67,20.97,0.0,24.99
2023,100,38.33,29.12,20.28,0.0,24.44
2023,101,38.62,29.31,21.06,0.0,21.4
2023,102,38.15,30.1,21.21,0.07,24.69
2023,103,39.78,31.75,23.47,0.0,25.52
2023,104,41.59,31.23,21.45,0.0,25.42
2023,105,42.68,32.35,23.08,0.0,25.03
2023,106,39.33,31.09,23.5,0.0,21.26
2023,107,39.14,30.39,22.85,1.37,14.4
2023,108,37.28,29.76,24.23,3.76,20.18
2023,109,33.51,27.76,22.21,1.06,21.37
2023,110,35.3,27.35,19.36,0.03,24.98
2023,111,36.28,27.36,18.66,0.0,25.16
2023,112,36.24,27.27,19.02,0.0,25.09
2023,113,36.95,27.6,17.84,0.0,28.2
2023,114,38.23,29.31,20.85,0.0,27.83
2023,115,40.75,31.11,23.32,0.0,21.72
2023,116,37.23,29.94,22.03,0.0,17.91
2023,117,40.2,31.38,22.72,0.0,19.81
2023,118,37.28,30.31,24.21,0.21,20.32
2023,119,27.87,25.12,22.31,0.94,12.39
2023,120,34.16,26.72,20.31,0.11,22.05
