-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 11/01/2021 through 04/30/2022 in LST
Location: latitude  30.2019   longitude 71.4532 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 118.02 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
-END HEADER-
YEAR,DOY,T2M_MAX,T2M,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN
2022,54,27.37,18.13,9.95,0.07,18.52
2022,55,28.45,19.68,12.41,0.0,16.78
2022,56,28.94,20.19,11.64,0.0,14.83
2022,57,24.65,17.46,11.45,0.0,17.0
2022,58,26.49,17.75,9.76,0.0,18.93
2022,59,27.37,19.53,12.1,0.02,16.48
2022,60,29.58,21.09,13.7,0.01,19.07
2022,61,20.23,16.15,13.67,6.9,5.96
2022,62,27.5,18.61,11.71,0.12,19.92
2022,63,28.47,19.69,11.5,0.0,19.38
2022,64,30.32,21.33,12.95,0.0,14.55
2022,65,32.11,23.79,18.19,0.71,15.02
2022,66,31.18,22.22,14.88,1.22,14.51
2022,67,30.74,21.82,14.09,0.0,18.52
2022,68,32.88,23.97,15.57,0.0,18.4
2022,69,31.06,23.04,16.44,0.0,21.14
2022,70,35.05,25.95,17.52,0.0,20.48
2022,71,37.11,27.88,20.4,0.0,19.23
2022,72,39.01,29.07,19.89,0.0,20.07
2022,73,40.62,30.31,20.66,0.0,19.98
2022,74,39.36,30.04,22.06,0.0,21.16
2022,75,40.56,30.35,20.52,0.0,21.84
2022,76,42.3,31.38,21.58,0.0,22.07
2022,77,42.28,31.49,21.62,0.0,20.18
2022,78,37.22,28.35,21.29,0.0,17.94
2022,79,38.35,29.33,21.55,0.0,19.88
2022,80,39.61,30.05,21.36,0.0,20.39
2022,81,38.65,29.23,20.46,0.0,21.36
2022,82,38.82,28.41,20.1,0.0,21.14
2022,83,37.54,27.83,19.67,0.0,21.21
2022,84,37.87,28.93,19.25,0.0,22.04
2022,85,40.37,29.57,19.79,0.0,23.48
2022,86,42.27,30.38,19.99,0.0,22.09
2022,87,41.44,30.72,21.21,0.0,23.52
2022,88,41.77,30.6,20.88,0.0,23.27
2022,89,40.33,29.61,20.97,0.0,24.36
2022,90,40.57,29.8,20.03,0.0,25.47
2022,91,41.51,30.98,20.44,0.0,25.48
2022,92,42.09,30.48,19.38,0.0,25.14
2022,93,40.67,29.77,20.62,0.0,24.09
2022,94,41.29,29.89,19.28,0.0,24.18
2022,95,41.78,31.3,20.32,0.0,24.59
2022,96,43.61,33.23,25.09,0.0,25.45
2022,97,43.79,32.95,22.41,0.0,24.5
2022,98,44.68,33.63,24.07,0.0,23.97
2022,99,44.53,33.86,24.04,0.0,24.76
2022,100,45.06,34.33,23.78,0.0,24.86
2022,101,44.94,35.23,26.0,0.0,21.94
2022,102,43.01,34.52,26.54,0.0,22.49
2022,103,40.84,33.49,26.51,0.0,22.84
2022,104,40.7,32.17,22.72,0.0,24.29
2022,105,41.09,31.93,22.83,0.0,25.35
2022,106,43.17,33.41,23.28,0.0,25.21
2022,107,42.86,33.61,24.04,0.0,22.8
2022,108,42.86,34.02,26.43,0.0,16.03
2022,109,42.75,34.32,25.9,0.02,22.06
2022,110,39.89,33.85,28.76,0.0,22.81
2022,111,41.07,33.63,26.88,0.0,21.91
2022,112,39.58,31.8,24.56,0.0,24.87
2022,113,41.02,32.55,22.94,0.0,24.28
2022,114,40.31,33.23,26.63,0.0,22.57
2022,115,43.12,34.04,25.67,0.0,24.9
2022,116,43.99,34.46,25.07,0.0,26.28
2022,117,45.87,35.83,25.73,0.0,25.9
2022,118,47.13,37.34,27.67,0.0,24.8
2022,119,46.05,36.97,27.98,0.0,24.73
2022,120,46.24,37.65,28.62,0.0,26.42
