-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 11/01/2017 through 04/30/2018 in LST
Location: latitude  30.2013   longitude 71.4541 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 118.02 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
-END HEADER-
YEAR,DOY,T2M_MAX,T2M,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN
2018,54,25.45,19.16,15.0,0.27,10.96
2018,55,27.74,19.04,12.26,0.68,15.91
2018,56,28.57,20.3,11.52,0.0,18.82
2018,57,31.37,23.9,17.17,0.0,16.66
2018,58,31.87,23.69,15.9,0.0,19.06
2018,59,32.85,24.79,17.28,0.0,17.55
2018,60,29.62,23.41,17.76,0.31,16.12
2018,61,31.13,23.15,15.32,0.0,15.69
2018,62,31.76,24.89,19.55,0.38,13.87
2018,63,29.6,22.64,16.16,0.13,19.84
2018,64,32.12,22.8,15.09,0.0,20.29
2018,65,31.63,22.32,13.83,0.0,20.33
2018,66,34.18,24.26,16.14,0.0,19.8
2018,67,34.05,24.68,16.58,0.0,17.22
2018,68,31.59,23.07,15.62,0.0,20.57
2018,69,33.32,24.52,16.66,0.0,20.31
2018,70,34.05,25.33,17.46,0.0,19.76
2018,71,36.09,26.25,18.22,0.0,19.92
2018,72,36.2,26.53,17.97,0.0,19.65
2018,73,33.09,25.15,18.17,0.03,16.35
2018,74,33.22,24.37,16.58,0.05,21.95
2018,75,32.58,23.79,15.98,0.0,22.34
2018,76,33.84,24.6,15.81,0.0,22.61
2018,77,35.71,26.2,18.56,0.0,18.3
2018,78,35.22,26.32,18.63,0.08,18.44
2018,79,32.93,25.51,19.62,0.87,19.55
2018,80,30.76,23.23,16.7,1.64,14.31
2018,81,30.94,23.28,16.35,0.0,21.57
2018,82,33.62,25.33,17.89,0.0,22.17
2018,83,35.62,26.27,18.23,0.0,18.46
2018,84,37.27,27.66,19.92,0.0,21.62
2018,85,39.43,28.1,18.77,0.0,22.39
2018,86,39.99,28.57,18.01,0.0,21.02
2018,87,38.51,28.51,19.92,0.0,23.32
2018,88,40.01,30.19,20.37,0.0,23.96
2018,89,41.21,30.87,20.52,0.0,24.78
2018,90,41.69,31.48,23.36,0.0,24.96
2018,91,40.58,29.87,19.79,0.0,21.9
2018,92,39.37,29.54,21.12,0.0,13.76
2018,93,40.17,30.73,23.52,0.0,18.65
2018,94,40.13,31.26,22.14,0.39,17.52
2018,95,40.26,32.16,23.58,0.67,22.72
2018,96,40.17,32.49,25.14,0.11,23.19
2018,97,41.35,32.84,25.62,0.0,22.49
2018,98,41.8,33.31,24.13,0.0,20.34
2018,99,37.09,30.11,24.47,0.14,15.55
2018,100,37.5,30.0,22.98,0.36,20.39
2018,101,36.77,29.87,23.93,0.02,21.92
2018,102,36.89,28.58,20.39,0.0,25.82
2018,103,36.82,29.43,21.12,0.0,19.26
2018,104,38.36,30.69,24.11,0.0,22.25
2018,105,40.44,32.04,23.83,0.0,21.04
2018,106,36.95,30.25,23.49,0.01,22.18
2018,107,36.82,29.86,22.64,0.03,20.5
2018,108,39.05,31.02,22.57,0.0,21.72
2018,109,36.72,29.04,21.96,1.31,25.04
2018,110,34.17,26.16,19.24,2.14,25.86
2018,111,32.6,24.09,15.67,0.0,26.69
2018,112,36.74,27.52,17.58,0.0,28.12
2018,113,40.94,30.38,20.91,0.0,27.26
2018,114,43.61,32.41,21.77,0.0,26.87
2018,115,43.39,34.04,24.89,0.0,25.29
2018,116,43.28,34.32,24.95,0.0,26.41
2018,117,44.21,35.29,26.13,0.0,25.27
2018,118,44.45,35.33,25.83,0.0,24.71
2018,119,45.33,35.83,25.54,0.0,25.48
2018,120,46.46,36.64,26.77,0.0,25.98
